"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","auctionValue","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","Christian McCaffrey","SF","rb","9","34","631.7","56","0","0","0","0","0","0","425.9786","1958.6946","14.6224","206.1798","167.2182","1322.5966","8.2874","2.9322","1.466","0.1714","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Justin Jefferson","MIN","wr","13","34","636","52","0","0","0","0","0","0","0","0","0","328.3632","224.3484","3147.7364","16.0604","1.3384","0.6692","0.578","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Austin Ekeler","LAC","rb","5","34","590.6","50","0","0","0","0","0","0","410.8992","1804.2912","14.7402","195.3216","162.905","1165.6234","7.3828","7.7792","3.8896","0.9066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","Ja'Marr Chase","CIN","wr","7","34","614.9","49","0","0","0","0","0","0","0","0","0","295.0794","207.0734","2863.3964","20.4476","3.1816","1.5908","0.1764","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Bijan Robinson","ATL","rb","11","34","557.7","45","0","0","0","0","0","0","583.1666","2703.4566","20.463","103.7492","82.6486","633.4362","3.3396","4.4968","2.2484","0.4124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","Cooper Kupp","LA","wr","10","34","587.3","45","0","0","0","0","0","0","32.9144","162.0462","1.7546","286.4974","211.5816","2574.0978","15.2542","2.745","1.3724","0.6904","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Tony Pollard","DAL","rb","7","34","544.8","43","0","0","0","0","0","0","538.4458","2564.7708","16.3434","117.6628","94.7444","727.0828","3.9424","2.4636","1.2318","0.197","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","Travis Kelce","KC","te","10","34","533.8","43","0","0","0","0","0","0","0","0","0","252.8048","190.9874","2289.9156","19.0162","2.2934","1.1466","0.4544","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","Saquon Barkley","NYG","rb","13","34","533.9","42","0","0","0","0","0","0","514.7276","2229.731","15.7668","150.728","122.132","749.3874","3.3902","3.6214","1.8108","0.3862","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","Tyreek Hill","MIA","wr","10","34","550.9","40","0","0","0","0","0","0","24.2724","109.7872","1.6292","288.391","197.9096","2470.427","14.198","2.4502","1.225","0.5916","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11","Jonathan Taylor","IND","rb","11","34","518.8","40","0","0","0","0","0","0","536.6658","2551.6258","18.6594","103.179","85.0034","542.4136","2.6476","7.1926","3.5964","0.065","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12","Breece Hall","NYJ","rb","7","34","518.5","40","0","0","0","0","0","0","475.1924","2260.7178","14.852","118.6818","92.1634","855.1496","4.3976","3.3344","1.6672","0.437","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","Derrick Henry","TEN","rb","7","34","512.1","39","0","0","0","0","0","0","618.4062","2676.8074","20.7166","76.3644","61.9222","480.3072","1.9772","6.2976","3.1488","0.7316","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","Josh Jacobs","LV","rb","13","34","508.4","38","0","0","0","0","0","0","498.6922","2286.0364","17.2828","114.3636","92.8806","668.9728","2.9944","3.4798","1.7398","0.0468","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","Nick Chubb","CLV","rb","5","34","505.7","38","0","0","0","0","0","0","553.8322","2692.3474","18.7218","80.9854","65.423","454.6958","2.2632","3.5942","1.797","0.7058","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","Rhamondre Stevenson","NE","rb","11","34","500.1","37","0","0","0","0","0","0","457.6718","2142.3152","13.693","135.4394","110.2096","741.4848","3.5346","4.5462","2.273","0.2036","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","Joe Mixon","CIN","rb","7","34","496","36","0","0","0","0","0","0","491.0418","2017.6062","15.4954","119.3796","100.5616","726.8822","4.7884","1.6784","0.8392","0.0396","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","Stefon Diggs","BUF","wr","13","34","524.4","36","0","0","0","0","0","0","0","0","0","272.4958","189.9546","2412.2912","15.5124","1.692","0.846","0.5072","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","Aaron Jones","GB","rb","6","34","492.1","36","0","0","0","0","0","0","422.7244","1956.311","11.8684","144.7788","115.6224","786.435","5.5074","6.1092","3.0546","0.4962","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","Davante Adams","LV","wr","13","34","512","34","0","0","0","0","0","0","0","0","0","278.6814","184.6686","2335.4436","15.6838","1.074","0.537","0.1326","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","Najee Harris","PIT","rb","6","34","471.2","33","0","0","0","0","0","0","534.6248","2222.7518","15.2566","97.2294","78.447","586.4664","3.5644","2.343","1.1716","0.0278","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","CeeDee Lamb","DAL","wr","7","34","498.7","32","0","0","0","0","0","0","0","0","0","265.6458","181.8644","2359.3958","13.4694","0.705","0.3524","0.2196","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","Josh Allen","BUF","qb","13","34","729.1","31","714.1992","1122.3564","8759.5334","55.7238","27.0472","65.7006","217.7976","1350.0188","8.9474","0","0","0","0","20.1346","10.0672","2.1376","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","Travis Etienne Jr.","JAX","rb","9","34","461.5","31","0","0","0","0","0","0","468.3226","2259.7216","13.2516","98.311","80.4716","600.093","2.8246","5.4102","2.7052","0.6476","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25","Amon-Ra St. Brown","DET","wr","9","34","492.8","31","0","0","0","0","0","0","16.1216","99.6558","0.9244","270.3658","203.8768","2060.9154","11.199","1.25","0.625","0.376","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","A.J. Brown","PHI","wr","10","34","477.9","29","0","0","0","0","0","0","0","0","0","252.8908","156.832","2368.52","14.1436","1.6838","0.842","0.1028","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Patrick Mahomes","KC","qb","10","34","708.1","28","785.879","1192.0696","8787.5518","65.0308","16.4636","50.7702","124.1788","716.0636","7.1514","0","0","0","0","13.2872","6.6436","2.51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28","Garrett Wilson","NYJ","wr","7","34","469.1","28","0","0","0","0","0","0","8.8588","54.436","0.4414","260.0674","168.6382","2194.402","12.1846","1.9186","0.9594","0.382","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29","Tee Higgins","CIN","wr","7","34","468.1","28","0","0","0","0","0","0","0","0","0","227.9412","155.6444","2203.8476","15.0538","1.1486","0.5742","1.1636","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30","Miles Sanders","CAR","rb","7","34","434.5","27","0","0","0","0","0","0","487.9848","2154.4756","12.876","100.4292","81.3398","488.9886","2.0788","4.3128","2.1564","0.6012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Jalen Hurts","PHI","qb","10","34","693.3","26","640.3834","1016.1372","7549.496","44.0364","21.2962","63.9406","297.6182","1527.5074","14.9314","0","0","0","0","19.5772","9.7886","1.9836","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32","Mark Andrews","BLT","te","13","34","415.3","26","0","0","0","0","0","0","0","0","0","227.4914","155.2364","1859.8486","12.1626","1.7892","0.8946","1.0026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","Jaylen Waddle","MIA","wr","10","34","455.1","26","0","0","0","0","0","0","20.3574","118.7052","1.2016","243.335","163.5662","2069.75","10.9998","1.9216","0.9608","0.2134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","Alexander Mattison","MIN","rb","13","34","416.5","25","0","0","0","0","0","0","431.7228","1909.2448","13.3424","89.956","74.796","533.4662","3.0832","3.095","1.5476","0.2062","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","Dameon Pierce","HST","rb","7","34","413.7","24","0","0","0","0","0","0","502.9962","2200.2938","12.289","77.8034","63.3578","448.136","2.413","6.4284","3.2142","0.2652","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","Chris Olave","NO","wr","11","34","444.5","24","0","0","0","0","0","0","0","0","0","238.2126","149.4598","2249.4236","11.6622","2.0868","1.0434","0.5908","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","James Conner","ARZ","rb","14","34","408.9","24","0","0","0","0","0","0","426.2632","1747.3658","15.728","90.4648","74.7258","517.5864","2.6316","5.4274","2.7136","0.103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","Jahmyr Gibbs","DET","rb","9","34","406.8","23","0","0","0","0","0","0","348.001","1563.0532","11.4902","110.7222","89.7584","688.997","3.9272","3.086","1.543","0.4246","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39","Kenneth Walker III","SEA","rb","5","34","400.1","22","0","0","0","0","0","0","459.5424","2137.3168","15.6866","64.7352","53.5668","314.572","1.2886","1.951","0.9754","0.2286","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","Deebo Samuel","SF","wr","9","34","429.8","22","0","0","0","0","0","0","81.7458","485.875","5.7344","182.1308","124.9142","1659.7216","9.5662","3.8654","1.9326","0.2166","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","Keenan Allen","LAC","wr","5","34","423.6","21","0","0","0","0","0","0","7.6836","34.2288","0.3684","237.828","172.6234","1866.8896","9.8766","1.8926","0.9464","0.1574","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","James Cook","BUF","rb","13","34","390.4","21","0","0","0","0","0","0","381.35","1777.7784","9.9652","91.0758","72.1762","622.589","3.2606","3.268","1.634","0.24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","Diontae Johnson","PIT","wr","6","34","421.7","21","0","0","0","0","0","0","14.8974","86.843","0.7406","254.6892","168.1158","1788.661","10.1126","1.8912","0.9456","0.9536","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","T.J. Hockenson","MIN","te","13","34","369.3","20","0","0","0","0","0","0","0","0","0","198.4312","145.1042","1534.3868","11.6116","1.105","0.5524","0.8352","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","Terry McLaurin","WAS","wr","14","34","410.8","19","0","0","0","0","0","0","12.239","71.9046","0.629","226.217","142.9246","1991.6516","9.6462","0.9926","0.4962","0.1744","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46","J.K. Dobbins","BLT","rb","13","34","378.6","19","0","0","0","0","0","0","427.0052","2031.6548","14.925","51.836","41.3364","314.6622","2.3918","3.364","1.682","0.2102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","Rachaad White","TB","rb","5","34","377.7","19","0","0","0","0","0","0","407.3022","1711.6404","10.424","94.2092","76.609","503.6174","2.9912","2.9136","1.4568","0.257","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","Christian Kirk","JAX","wr","9","34","409.1","19","0","0","0","0","0","0","14.9126","76.346","0.7612","217.9922","145.0794","1838.0716","11.3586","0.8996","0.4498","0.1412","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49","DeVonta Smith","PHI","wr","10","34","409","19","0","0","0","0","0","0","0","0","0","226.2048","151.0362","1950.7192","10.4704","1.1302","0.565","0.297","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","Mike Evans","TB","wr","5","34","400.3","18","0","0","0","0","0","0","0","0","0","223.5714","134.095","1893.8716","12.8074","0.6268","0.3134","0.152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51","D'Andre Swift","PHI","rb","10","34","368.2","18","0","0","0","0","0","0","294.6406","1368.5814","10.9858","108.5076","89.1644","576.0528","3.1842","2.3508","1.1754","0.3428","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","Tyler Lockett","SEA","wr","5","34","396.3","17","0","0","0","0","0","0","0","0","0","197.1316","140.1114","1923.0022","10.5652","1.1448","0.5724","0.5314","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","Joe Burrow","CIN","qb","7","34","629.2","17","717.1842","1064.836","8367.718","61.5218","19.924","86.1664","123.2412","392.2254","5.072","0","0","0","0","11.611","5.8056","2.2518","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54","D.K. Metcalf","SEA","wr","5","34","394.2","17","0","0","0","0","0","0","0","0","0","223.3288","142.1072","1841.7988","11.426","2.003","1.0016","0.167","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55","Isiah Pacheco","KC","rb","10","34","362.1","17","0","0","0","0","0","0","394.5812","1786.6894","12.7748","66.4536","55.3728","406.263","2.1796","5.1186","2.5592","0.1558","1402.4414","1.0098","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"56","David Montgomery","DET","rb","9","34","357.7","16","0","0","0","0","0","0","410.437","1703.5608","13.0454","64.9662","52.631","433.6806","2.3606","2.7484","1.3742","0.1166","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57","Cam Akers","LA","rb","10","34","353","16","0","0","0","0","0","0","406.9302","1695.5272","11.3842","73.8638","59.465","461.1454","1.9498","5.025","2.5126","0.2086","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Lamar Jackson","BLT","qb","13","34","618.9","16","590.5456","981.7978","6660.2438","39.8654","20.3144","87.6876","293.1636","1767.3256","7.0504","0","0","0","0","18.4594","9.2296","1.7878","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"59","Mike Williams","LAC","wr","5","34","382.7","15","0","0","0","0","0","0","0","0","0","207.2612","134.2388","1871.0382","10.1606","0.7244","0.3622","0.3586","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60","Amari Cooper","CLV","wr","5","34","378.2","15","0","0","0","0","0","0","0","0","0","217.0048","133.7246","1838.421","10.1414","1.069","0.5346","0.1454","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","Alvin Kamara","NO","rb","11","34","345.3","15","0","0","0","0","0","0","281.4272","1163.5728","7.7284","111.0314","88.9502","683.525","4.4174","2.6176","1.3088","0.053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","Drake London","ATL","wr","11","34","375.3","14","0","0","0","0","0","0","0","0","0","225.7658","140.4782","1768.1336","9.7014","2.4124","1.2062","0.5172","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63","AJ Dillon","GB","rb","6","34","342.1","14","0","0","0","0","0","0","340.4612","1433.5916","10.803","86.068","68.212","513.1416","2.5568","2.3824","1.1912","0.101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","Javonte Williams","DEN","rb","9","34","341.1","14","0","0","0","0","0","0","379.4832","1752.7828","10.5524","68.1688","55.3908","367.2326","1.9972","3.9266","1.9634","0.2028","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65","George Kittle","SF","te","9","34","328.7","14","0","0","0","0","0","0","0","0","0","159.4684","117.0374","1498.6268","10.2366","1.8036","0.9018","0.6602","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","Darren Waller","NYG","te","13","34","328.6","14","0","0","0","0","0","0","0","0","0","176.312","117.8558","1527.1642","9.693","1.0272","0.5136","0.211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67","Jerry Jeudy","DEN","wr","9","34","370.5","14","0","0","0","0","0","0","12.5548","74.9602","0.6928","214.2068","138.908","1707.7478","8.1936","1.0764","0.5382","0.2886","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"68","DeAndre Hopkins","TEN","wr","7","34","367.1","13","0","0","0","0","0","0","0","0","0","200.94","137.0128","1682.5186","10.379","1.6968","0.8484","0.2032","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69","JuJu Smith-Schuster","NE","wr","11","34","366.5","13","0","0","0","0","0","0","0","0","0","207.8498","152.53","1629.6032","8.5724","2.2516","1.1258","0.3326","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70","Kadarius Toney","KC","wr","10","34","365.4","13","0","0","0","0","0","0","28.272","174.5972","1.6116","181.3522","135.3458","1431.9044","10.1544","3.2822","1.6412","0.2272","664.8238","0.6366","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71","George Pickens","PIT","wr","6","34","363","12","0","0","0","0","0","0","0","0","0","192.6324","114.0722","1829.5004","10.9562","0.8886","0.4444","0.3558","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"72","Christian Watson","GB","wr","6","34","360.1","12","0","0","0","0","0","0","0","0","0","209.0224","126.809","1758.6098","9.5786","1.0432","0.5216","0.2544","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"73","Dallas Goedert","PHI","te","10","34","315.4","12","0","0","0","0","0","0","0","0","0","159.8652","119.6806","1405.924","9.213","1.573","0.7866","0.3034","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74","Antonio Gibson","WAS","rb","14","34","325","12","0","0","0","0","0","0","251.8394","1025.217","6.7892","120.0632","94.6906","678.9352","3.4774","5.0484","2.5242","0.4034","1468.4276","0.9636","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75","Michael Pittman Jr.","IND","wr","11","34","356.3","12","0","0","0","0","0","0","0","0","0","218.5962","149.4286","1638.0458","7.2776","1.9902","0.995","0.2044","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","Daniel Jones","NYG","qb","13","34","588.4","11","654.4692","1024.2222","6974.9798","39.5774","19.7864","91.8612","212.032","1227.8744","9.0922","0","0","0","0","21.686","10.843","2.21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Justin Herbert","LAC","qb","5","34","587.5","11","802.517","1211.8662","8581.7164","49.9938","21.9068","63.9766","103.0596","435.2426","3.9914","0","0","0","0","10.084","5.042","1.8652","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78","Kyle Pitts","ATL","te","11","34","310.4","11","0","0","0","0","0","0","0","0","0","171.6658","108.4482","1557.0276","7.704","0.908","0.454","0.2358","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"79","Evan Engram","JAX","te","9","34","310.1","11","0","0","0","0","0","0","0","0","0","174.2856","130.2814","1214.838","9.707","1.4364","0.7182","0.4224","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80","Michael Thomas","NO","wr","11","34","346.9","10","0","0","0","0","0","0","0","0","0","184.4662","132.8306","1594.7926","9.0988","1.2038","0.602","0.2834","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"81","Jakobi Meyers","LV","wr","13","34","346.7","10","0","0","0","0","0","0","0","0","0","203.8256","139.9442","1605.844","7.4488","1.601","0.8004","1.1484","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
