"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","auctionValue","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"167","Alec Pierce","IND","wr","11","17","120.6","0","0","0","0","0","0","0","0","0","0","71.1203","41.3317","611.3224","3.0279","0.4941","0.247","0.097","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"168","Curtis Samuel","WAS","wr","14","17","120.5","0","0","0","0","0","0","0","27.1006","152.2923","1.8186","60.9197","42.5033","403.7884","1.9498","0.7899","0.3949","0.0853","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"169","Chuba Hubbard","CAR","rb","7","17","104.5","0","0","0","0","0","0","0","127.3736","530.6404","3.6075","18.8381","14.891","116.2188","0.5908","0.7479","0.3739","0.0388","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"170","Jared Goff","DET","qb","9","17","237.5","0","352.9298","536.2965","3657.014","23.263","10.5658","27.0444","23.9001","65.6059","0.6092","0","0","0","0","6.8567","3.4284","0.9628","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"171","Odell Beckham Jr.","BLT","wr","13","17","119.9","0","0","0","0","0","0","0","4.5102","20.947","0.2484","70.9308","45.1212","523.8042","3.1394","0.3891","0.1945","0.0705","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"172","Michael Mayer","LV","te","13","17","97.9","0","0","0","0","0","0","0","0","0","0","53.9319","38.6282","417.9104","2.9076","0.4729","0.2364","0.1449","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"173","Skyy Moore","KC","wr","10","17","117","0","0","0","0","0","0","0","4.3193","26.2708","0.2381","63.2492","43.3584","499.6005","3.2847","0.4249","0.2124","0.0755","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"174","Noah Fant","SEA","te","5","17","95.1","0","0","0","0","0","0","0","0","0","0","52.2594","39.4704","393.0384","2.7163","0.3518","0.1759","0.1174","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"175","Zamir White","LV","rb","13","17","100.3","0","0","0","0","0","0","0","118.8199","520.4685","3.6773","16.5763","13.3466","98.8257","0.5386","0.853","0.4265","0.0924","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"176","Joshua Kelley","LAC","rb","5","17","99.3","0","0","0","0","0","0","0","99.1972","399.2813","2.4242","27.3034","21.4405","187.512","0.8576","1.2718","0.6359","0.053","842.8924","0.5141","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"177","Hunter Henry","NE","te","11","17","94","0","0","0","0","0","0","0","0","0","0","48.023","33.3965","401.7239","3.3912","0.3058","0.1529","0.1134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"178","Zay Flowers","BLT","wr","13","17","115","0","0","0","0","0","0","0","0","0","0","68.2225","42.65","545.8762","2.9693","0.4052","0.2026","0.0818","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"179","Darnell Mooney","CHI","wr","13","17","114.8","0","0","0","0","0","0","0","0","0","0","72.9319","45.9598","547.2338","2.3551","0.2698","0.1349","0.061","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"180","Elijah Mitchell","SF","rb","9","17","98.6","0","0","0","0","0","0","0","127.2313","571.2194","4.2764","9.8394","8.0504","57.3457","0.357","0.3418","0.1709","0.0489","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"181","Jelani Woods","IND","te","11","17","92.9","0","0","0","0","0","0","0","0","0","0","52.1561","36.7867","391.6227","2.8272","0.5365","0.2682","0.1447","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"182","Mecole Hardman Jr.","NYJ","wr","7","17","112.7","0","0","0","0","0","0","0","12.8855","72.7724","0.6967","59.8451","43.2556","450.2702","2.2906","1.9659","0.9829","0.1072","1114.8171","0.7938","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"183","Ryan Tannehill","TEN","qb","7","17","229.2","0","309.9741","485.3246","3483.8994","19.835","10.875","40.2911","14.2613","157.3972","1.0844","0","0","0","0","4.4118","2.2059","0.6677","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"184","Jayden Reed","GB","wr","6","17","110.9","0","0","0","0","0","0","0","0","0","0","67.6249","41.5675","536.6069","2.719","1.7161","0.858","0.0963","1148.8883","0.8872","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"185","Cade Otton","TB","te","5","17","89.1","0","0","0","0","0","0","0","0","0","0","53.4811","37.5789","373.1229","2.3652","0.4048","0.2024","0.1154","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"186","Marvin Jones Jr.","DET","wr","9","17","109.1","0","0","0","0","0","0","0","0","0","0","63.0574","41.4891","475.7294","3.336","0.253","0.1265","0.0846","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"187","Gus Edwards","BLT","rb","13","17","93.1","0","0","0","0","0","0","0","100.2662","481.0587","3.2207","16.7799","13.4521","95.3867","0.5019","0.84","0.42","0.0533","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"188","Jake Ferguson","DAL","te","7","17","87.8","0","0","0","0","0","0","0","0","0","0","47.6289","35.166","364.6303","2.6873","0.4107","0.2053","0.1504","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"189","Austin Hooper","LV","te","13","17","87.7","0","0","0","0","0","0","0","0","0","0","51.2564","36.9519","359.4829","2.4324","0.3465","0.1733","0.1873","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"190","Zonovan Knight","NYJ","rb","7","17","90.7","0","0","0","0","0","0","0","85.0393","368.5388","2.1655","26.0585","21.2114","156.5908","0.7193","0.9012","0.4506","0.0834","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"191","Tank Bigsby","JAX","rb","9","17","90.5","0","0","0","0","0","0","0","100.1899","440.9589","3.034","17.4859","14.1531","108.1921","0.5763","0.7721","0.3861","0.0582","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"192","Sony Michel","LA","rb","10","17","90.3","0","0","0","0","0","0","0","109.0741","449.4943","2.4818","20.942","16.703","110.4733","0.4956","0.6795","0.3397","0.0544","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"193","Taysom Hill","NO","te","11","17","84.8","0","0","0","0","0","0","0","55.6948","296.8016","2.9942","20.2032","14.9491","152.4118","1.199","0.7487","0.3743","0.0502","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"194","Luke Musgrave","GB","te","6","17","84.7","0","0","0","0","0","0","0","0","0","0","47.7473","33.3077","373.3697","2.3303","0.4078","0.2039","0.1169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"195","Russell Gage","TB","wr","5","17","105.5","0","0","0","0","0","0","0","0","0","0","70.3947","45.7499","464.3108","2.2226","0.6986","0.3493","0.1645","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"196","Trey McBride","ARZ","te","14","17","84.1","0","0","0","0","0","0","0","0","0","0","48.8489","35.2231","360.3918","2.144","0.4939","0.2469","0.107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"197","Romeo Doubs","GB","wr","6","17","105.1","0","0","0","0","0","0","0","0","0","0","68.6495","44.3213","477.863","2.1867","0.6507","0.3253","0.09","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"198","John Metchie III","HST","wr","7","17","104.3","0","0","0","0","0","0","0","0","0","0","62.6739","41.1703","481.3335","2.5016","0.3911","0.1956","0.1044","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"199","Isaiah McKenzie","IND","wr","11","17","103.7","0","0","0","0","0","0","0","0","0","0","67.1672","45.7556","442.5366","2.3988","1.7907","0.8953","0.1026","1231.4169","0.8982","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200","Ben Skowronek","LA","wr","10","17","102.6","0","0","0","0","0","0","0","0","0","0","65.4075","43.2575","469.5502","2.0546","0.3452","0.1726","0.099","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"201","Rashid Shaheed","NO","wr","11","17","102.3","0","0","0","0","0","0","0","6.6834","40.8059","0.3934","50.7572","34.3582","476.2631","2.4311","1.7975","0.8988","0.0759","1218.9127","0.8937","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202","Tutu Atwell","LA","wr","10","17","102.3","0","0","0","0","0","0","0","9.4041","54.9555","0.5379","56.2726","34.8108","455.9273","2.3104","1.7533","0.8767","0.0958","1198.909","0.8618","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"203","Corey Clement","ARZ","rb","14","17","85.8","0","0","0","0","0","0","0","72.1921","298.2885","1.7939","28.5141","22.8615","168.4546","0.9486","0.626","0.313","0.0557","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"204","Donovan Peoples-Jones","CLV","wr","5","17","99.1","0","0","0","0","0","0","0","0","0","0","56.1948","34.0575","510.9307","2.4286","1.4728","0.7364","0.0512","371.292","0.3903","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"205","Parris Campbell","NYG","wr","13","17","98.5","0","0","0","0","0","0","0","11.4657","64.8159","0.5674","53.4376","36.4918","393.6954","2.1508","0.5111","0.2556","0.0536","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"206","D'Onta Foreman","CHI","rb","13","17","82","0","0","0","0","0","0","0","100.7573","452.4388","2.6252","13.6579","10.8947","83.4626","0.3179","0.8995","0.4497","0.1564","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"207","Mack Hollins","ATL","wr","11","17","97.6","0","0","0","0","0","0","0","0","0","0","56.9098","35.202","463.3923","2.6872","0.2562","0.1281","0.0566","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"208","Matt Breida","NYG","rb","13","17","81.6","0","0","0","0","0","0","0","68.4528","308.7911","1.6228","24.1562","19.0794","158.2308","1.0539","0.673","0.3365","0.0384","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"209","C.J. Stroud","HST","qb","7","17","214","0","329.787","516.4435","3407.8443","18.6245","15.6064","38.2648","31.7083","150.8858","0.824","0","0","0","0","5.9275","2.9638","0.8772","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"210","Terrace Marshall Jr.","CAR","wr","7","17","94.3","0","0","0","0","0","0","0","0","0","0","55.4666","34.7959","458.7443","2.2583","0.4072","0.2036","0.1211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"211","Allen Robinson II","PIT","wr","6","17","93.9","0","0","0","0","0","0","0","0","0","0","58.1547","37.4705","413.7831","2.4981","0.2727","0.1363","0.1104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"212","Noah Gray","KC","te","10","17","72.1","0","0","0","0","0","0","0","0","0","0","37.0767","28.1677","275.0758","2.7366","0.3097","0.1548","0.0708","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"213","Tim Patrick","DEN","wr","9","17","92","0","0","0","0","0","0","0","0","0","0","48.9263","31.5374","446.4026","2.6278","0.2535","0.1267","0.0756","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"214","Chase Claypool","CHI","wr","13","17","91.9","0","0","0","0","0","0","0","11.7089","65.1286","0.5925","53.5092","32.9026","391.7617","1.6393","0.4348","0.2174","0.0533","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"215","Zach Ertz","ARZ","te","14","17","70.3","0","0","0","0","0","0","0","0","0","0","42.5776","31.015","286.1375","1.7687","0.2597","0.1299","0.1111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"216","Tyquan Thornton","NE","wr","11","17","91.1","0","0","0","0","0","0","0","3.357","20.8299","0.1929","54.6744","33.0721","409.1025","2.3162","0.3281","0.164","0.0943","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"217","Dontayvion Wicks","GB","wr","6","17","90.4","0","0","0","0","0","0","0","0","0","0","52.2556","30.761","457.3289","2.3195","0.2922","0.1461","0.0713","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"218","Kene Nwangwu","MIN","rb","13","17","73.1","0","0","0","0","0","0","0","96.4735","331.6589","2.1384","17.3758","14.3058","100.8584","0.5253","1.108","0.554","0.0672","1044.6878","0.7074","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"219","Jauan Jennings","SF","wr","9","17","88.9","0","0","0","0","0","0","0","0","0","0","52.385","34.3443","397.1025","2.4791","0.4658","0.2329","0.0898","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"220","Tyler Allgeier","ATL","rb","11","17","72.8","0","0","0","0","0","0","0","68.4425","332.7398","1.9883","17.4477","14.1163","102.4131","0.5299","0.3946","0.1973","0.1216","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"221","Will Dissly","SEA","te","5","17","66.8","0","0","0","0","0","0","0","0","0","0","34.9441","27.1526","272.8605","2.0627","0.3534","0.1767","0.0965","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"222","Isaiah Likely","BLT","te","13","17","66","0","0","0","0","0","0","0","0","0","0","36.9184","25.6607","276.4232","2.1182","0.2821","0.141","0.0669","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"223","Nick Westbrook-Ikhine","TEN","wr","7","17","86.8","0","0","0","0","0","0","0","0","0","0","46.8531","30.4414","419.5132","2.4059","0.3303","0.1652","0.0538","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"224","Kendrick Bourne","NE","wr","11","17","85.4","0","0","0","0","0","0","0","4.6159","26.0295","0.2336","41.7085","30.3108","384.1607","2.1229","0.4984","0.2492","0.0728","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"225","Kendre Miller","NO","rb","11","17","67.9","0","0","0","0","0","0","0","58.3423","254.9973","1.606","20.3016","16.4457","125.8181","0.6469","0.5313","0.2656","0.0515","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"226","Baker Mayfield","TB","qb","5","17","200.8","0","290.5412","465.3623","3033.3496","17.0224","11.2897","36.0856","35.3103","142.4917","1.7662","0","0","0","0","7.0839","3.542","0.6794","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"227","Corey Davis","NYJ","wr","7","17","82.6","0","0","0","0","0","0","0","0","0","0","45.4123","25.9515","427.1144","2.3333","0.4164","0.2082","0.0642","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"228","Colby Parkinson","SEA","te","5","17","61.2","0","0","0","0","0","0","0","0","0","0","34.0853","25.1694","251.0456","1.8109","0.2829","0.1414","0.0944","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"229","Durham Smythe","MIA","te","10","17","61.1","0","0","0","0","0","0","0","0","0","0","34.0413","26.1296","244.78","1.7467","0.2821","0.1411","0.0902","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"230","Rashee Rice","KC","wr","10","17","81.5","0","0","0","0","0","0","0","0","0","0","45.0385","30.4124","365.7611","2.432","0.2889","0.1445","0.0562","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"231","Zack Moss","IND","rb","11","17","65.3","0","0","0","0","0","0","0","67.4969","293.9872","2.002","15.4207","12.3855","89.9667","0.4556","0.6287","0.3144","0.0446","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"232","Jonathan Mingo","CAR","wr","7","17","80.4","0","0","0","0","0","0","0","0","0","0","47.2751","29.532","387.5704","2.0284","0.2806","0.1403","0.0535","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"233","Darius Slayton","NYG","wr","13","17","79.7","0","0","0","0","0","0","0","0","0","0","47.5213","27.932","398.5001","2.0179","0.5187","0.2593","0.0343","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"234","Jalen Tolbert","DAL","wr","7","17","77.1","0","0","0","0","0","0","0","0","0","0","42.6521","26.9339","378.7753","2.0474","0.2543","0.1272","0.0792","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"235","Eric Saubert","MIA","te","10","17","55.7","0","0","0","0","0","0","0","0","0","0","31.84","23.2923","221.8176","1.6947","0.2652","0.1326","0.0848","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"236","Jameson Williams","DET","wr","9","17","76.7","0","0","0","0","0","0","0","0","0","0","41.0786","26.3031","372.796","2.1813","0.2459","0.1229","0.0807","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"237","Mo Alie-Cox","IND","te","11","17","54.8","0","0","0","0","0","0","0","0","0","0","30.8592","21.7407","225.0582","1.7642","0.3712","0.1856","0.0795","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"238","Donald Parham Jr.","LAC","te","5","17","53.4","0","0","0","0","0","0","0","0","0","0","28.0986","20.8693","227.014","1.6312","0.2325","0.1162","0.0811","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"239","Luke Schoonmaker","DAL","te","7","17","52.9","0","0","0","0","0","0","0","0","0","0","28.8051","20.9225","222.0899","1.6216","0.2561","0.1281","0.0938","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"240","Roschon Johnson","CHI","rb","13","17","57.8","0","0","0","0","0","0","0","75.6468","344.8083","2.2165","6.5628","5.2135","39.1144","0.1683","0.5285","0.2642","0.0498","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"241","Khalil Shakir","BUF","wr","13","17","73.4","0","0","0","0","0","0","0","0","0","0","41.0939","27.303","346.9794","1.8791","0.2464","0.1232","0.1137","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"242","Deonte Harty","BUF","wr","13","17","73.3","0","0","0","0","0","0","0","0","0","0","40.7499","27.1327","359.8919","1.8072","1.5403","0.7701","0.0533","1001.5368","0.6626","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"243","Greg Dortch","ARZ","wr","14","17","72.9","0","0","0","0","0","0","0","7.8153","42.7904","0.3588","45.7906","34.5479","260.0138","1.0926","1.6004","0.8002","0.0676","1091.5562","0.7581","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"244","Josh Reynolds","DET","wr","9","17","72.8","0","0","0","0","0","0","0","4.0641","19.7393","0.2223","39.2976","24.8257","326.2732","2.0666","1.0612","0.5306","0.0681","726.7053","0.5824","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"245","Sterling Shepard","NYG","wr","13","17","72.6","0","0","0","0","0","0","0","0","0","0","44.5324","29.4792","328.7159","1.7092","0.2431","0.1215","0.0423","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"246","Ko Kieft","TB","te","5","17","51.3","0","0","0","0","0","0","0","0","0","0","29.5972","20.674","217.589","1.4728","0.2475","0.1238","0.0706","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"247","Michael Wilson","ARZ","wr","14","17","72.5","0","0","0","0","0","0","0","0","0","0","46.326","30.0293","336.8305","1.4633","0.2853","0.1426","0.0621","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"248","Kyle Philips","TEN","wr","7","17","71.7","0","0","0","0","0","0","0","0","0","0","43.7225","28.9045","326.3379","1.7617","1.1592","0.5796","0.0618","328.9942","0.2989","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
